Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),,MAF,km3,,
Lake Kemp Dam,,,TX04358,,TX04358,CITY OF WICHITA FALLS;WICHITA COUNTY WID 2,Local Government,Local Government,0,No,CE;CE,No,Flood Risk Reduction,Flood Risk Reduction;Tailings;Irrigation;Recreation;Water Supply,Texas,TX04358,33.75989,-99.15094,Texas,Baylor,,,BIG WICHITA RIVER,"Texas, Congressional District 13",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Rock;Soil,115,110,115,115,Greater than 100 feet,8890,,1923,1920-1929,1974O,1078000,1078000,298900,16540,,,,,
New Waddell,,,AZ82929,,AZ82929,RECLAMATION,Federal,Federal,0,No,RECLAMATION,No,Flood Risk Reduction,Flood Risk Reduction;Recreation;Hydroelectric;Water Supply,Bureau of Reclamation,,33.8464,-112.2663,Arizona,Maricopa,PHOENIX,0,AGUA FRIA,"Arizona, Congressional District 08",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Rockfill,Rockfill;Earth,Bituminous Concrete,Rock,438,298,438,438,Greater than 100 feet,4700,16200000,1992,1990-1999,,1063163,1063163,811784,9957,,,,,
Guntersville Dam,Guntersville Lake,,AL09501,,AL09501,TVA,Federal,Federal,,No,TVA,No,Flood Risk Reduction,Flood Risk Reduction;Navigation;Recreation;Hydroelectric;Water Supply,Tennessee Valley Authority,,34.423673,-86.39222,Alabama,Marshall,GUNTERSVILLE,11,TENNESSEE RIVER,"Alabama, Congressional District 04",No,No,,No,No,No,Yes,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,US Army Corps of Engineers,No,N/A,Concrete,Concrete;Earth;Gravity,Concrete;Earth,Rock;Soil,78,78,94,94,51-100 feet,3979,1145137,1939,1930-1939,1952M;1965S;1995S,1048700,1048700,1018000,66000,,,,,
Blackburn Crossing Dam,,,TX00170,,TX00170,UPPER NECHES RIVER MWA,Local Government,Local Government,0,No,FORREST AND COTTON AND  JONES & BOYD INC;FORREST AND COTTON AND  JONES & BOYD INC;FORREST AND COTTON AND  JONES & BOYD INC;HDR ENGINEERING,No,Water Supply,Water Supply;Other;Recreation,Texas,TX00170,32.057016,-95.43675,Texas,,NECHES,13,NECHES RIVER,"Texas, Congressional District 06",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,Soil,75,75,75,75,51-100 feet,5720,,1962,1960-1969,1971S;1997S;2020O,1045000,1045000,373204,25560,,,,,
Somerville Dam,,,TX00013,,TX00013,USACE - Fort Worth District,Federal,Federal,0,No,CESWF,No,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,TX00013,30.32040153,-96.52409137,Texas,Washington,SOMERVILLE,,YEGUA CREEK,"Texas, Congressional District 10",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Rock;Soil,80,75,80,80,51-100 feet,20210,7434000,1967,1960-1969,,1042000,1042000,226000,6430,,,,,
Shelbyville Dam,Lake Shelbyville,,IL00118,,IL00118,USACE - St. Louis District,Federal,Federal,1,No,CEMVS,No,Flood Risk Reduction,Flood Risk Reduction;Other;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,IL00118,39.40912461,-88.78038027,Illinois,Shelby,SHELBYVILLE,,KASKASKIA RIVER,"Illinois, Congressional District 15",Yes,Yes,,Yes,Yes,Yes,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Concrete,Concrete;Earth;Gravity,Earth,Rock;Soil,108,102,138,138,Greater than 100 feet,3025,2500000,1970,1970-1979,,1026546,1026546,207832,11100,,,,,
Falls Lake Dam,Falls Lake,,NC01713,,NC01713,USACE - Wilmington District,Federal,Federal,0,No,COE,No,Flood Risk Reduction,Flood Risk Reduction;Other;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,NC01713,35.94154371,-78.58269882,North Carolina,Wake,FALLS,1,NEUSE RIVER,"North Carolina, Congressional District 02",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,No,,Earth,Earth,Earth,Rock,92,88,92,92,51-100 feet,1915,772650,1981,1980-1989,,1020980,1020980,114740,11310,,,,,
Lavon Dam,Lavon Lake,,TX00007,,TX00007,USACE - Fort Worth District,Federal,Federal,0,No,CESWF,No,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,TX00007,33.03239063,-96.46857676,Texas,Collin,ROCKWALL,,EAST FORK OF TRINITY RIVER,"Texas, Congressional District 03",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Rock;Soil,81,76,81,81,51-100 feet,19493,5990655,1952,1950-1959,,1020500,1020500,456500,21400,,,,,
Seminoe,,,WY01297,,WY01297,RECLAMATION,Federal,Federal,0,No,RECLAMATION,No,Hydroelectric,Hydroelectric;Irrigation;Recreation,Bureau of Reclamation,,42.1559,-106.9086,Wyoming,Carbon,RED BUTTES,64,NORTH PLATTE RIVER,"Wyoming, Congressional District 00",Yes,Yes,SEO,Yes,Yes,Yes,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Concrete,Concrete;Arch,Earth,Rock,295,206,295,295,Greater than 100 feet,530,210000,1938,1930-1939,,1017279,1017279,1017279,20291,,,,,
Pathfinder Dike,,,WY01295,S001,WY01296S001,RECLAMATION,Federal,Federal,,Yes,RECLAMATION,No,Fish and Wildlife Pond,Fish and Wildlife Pond;Irrigation;Hydroelectric;Water Supply,Bureau of Reclamation,,42.4648,-106.8526,Wyoming,Natrona,CASPER,0,NORTH PLATTE RIVER OFFSTREAM,"Wyoming, Congressional District 00",Yes,Yes,SEO,Yes,Yes,Yes,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Earth,Earth,Earth,Rock;Soil,24,20,38,38,25-50 feet,1650,152000,1909,1900-1909,,1016500,1016500,1016500,,,,,,
Pathfinder,,,WY01296,,WY01296,RECLAMATION,Federal,Federal,1,No,,No,Hydroelectric,Hydroelectric;Irrigation,Bureau of Reclamation,,42.468,-106.8538,Wyoming,Natrona,CASPER,45,NORTH PLATTE RIVER,"Wyoming, Congressional District 00",Yes,Yes,SEO,Yes,Yes,Yes,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,No,N/A,Masonry,Masonry;Arch,Concrete,Rock,214,195,214,214,Greater than 100 feet,432,65700,1909,1900-1909,,1016500,1016500,1016500,22014,,,,,
Stillhouse Hollow Dam - Dike,,,TX08018,S001,TX00014S001,USACE - Fort Worth District,Federal,Federal,0,Yes,,No,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,TX00014S001,31.033331,-97.533333,Texas,Bell,CAMERON,,LAMPASAS RIVER,"Texas, Congressional District 31",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,,,195,195,200,200,Greater than 100 feet,9720,11804000,1968,1960-1969,,1013800,1013800,235700,6430,,,,,
Stillhouse Hollow Dam,,,TX00014,,TX00014,USACE - Fort Worth District,Federal,Federal,1,No,CESWF,No,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,TX00014,31.02244705,-97.53110592,Texas,Bell,CAMERON,,LAMPASAS RIVER,"Texas, Congressional District 31",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Soil,195,195,200,200,Greater than 100 feet,9720,11804000,1968,1960-1969,,1013800,1013800,235700,6430,,,,,
Lake Brownwood Dam,,,TX02789,,TX02789,BROWN COUNTY WID 1,Local Government,Local Government,0,No,D W ROSS,No,Water Supply,Water Supply;Recreation,Texas,TX02789,31.838438,-99.002679,Texas,Brown,BROWNWOOD,10,PECAN BAYOU,"Texas, Congressional District 11",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,120,120,120,120,Greater than 100 feet,1580,,1933,1930-1939,,1011829,1011829,131429,7300,,,,,
New Bullards Bar,,,CA00863,,CA00863,Yuba County Water Agency,Public Utility,Public Utility,1,No,International Engineering Co.,No,Hydroelectric,Hydroelectric;Irrigation;Fish and Wildlife Pond;Recreation;Water Supply;Flood Risk Reduction,Federal Energy Regulatory Commission,02246-01-01,39.3921,-121.1411,California,Yuba,Marysville,36,North Yuba River              ,"California, Congressional District 03",Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Concrete,Concrete;Arch,Concrete,Rock,645,626,645,645,Greater than 100 feet,2323,2717000,1970,1970-1979,,1010000,1010000,996000,4830,,,,,
Folsom,,,CA10148,,CA10148,RECLAMATION,Federal,Federal,11,No,,No,Hydroelectric,Hydroelectric;Irrigation;Recreation,Bureau of Reclamation,,38.7075,-121.1567,California,Sacramento,,0,AMERICAN RIVER,"California, Congressional District 03",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,No,N/A,Concrete,Concrete;Gravity,,,275,275,340,340,Greater than 100 feet,1400,1170000,1956,1950-1959,2000E;2000F;2000H;2000S,1002000,1002000,894000,11180,,,,,
Chicago River and Harbor Controlling Works,Chicago Lock,,IL55094,,IL55094,USACE - Chicago District,Federal,Federal,0,No,,No,Navigation,Navigation;Other;Flood Risk Reduction,US Army Corps of Engineers,IL55094,41.88857907,-87.6075818,Illinois,Cook,CHICAGO,,Chicago,,Yes,Yes,,Yes,Yes,Yes,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Other,Other,Earth,Soil,31,9,31,31,25-50 feet,0,0,1938,1930-1939,,1000000,1000000,1000000,0,,,,,
Sierrita,,,AZ83481,,AZ83481,Freeport McMoran,Private,Private,0,No,,,Tailings,Tailings,Mine Safety and Health Administration,02-00144-01,31.855,-111.059722,Arizona,Pima,GREEN VALLEY,3,,"Arizona, Congressional District 07",No,No,,No,No,No,Yes,,,,,Mine Safety and Health Administration,Mine Safety and Health Administration,,,No,N/A,Earth,Earth,,,350,,,350,Greater than 100 feet,9000,,,Undetermined,,995063,995063,,,,,,,
Great Salt Plains Dam,Great Salt Plains Lake,,OK10319,,OK10319,USACE - Tulsa District,Federal,Federal,0,No,CESWT,No,Flood Risk Reduction,Flood Risk Reduction;Other,US Army Corps of Engineers,OK10319,36.7483449,-98.13894906,Oklahoma,Alfalfa,POND CREEK,,SALT FORK OF ARKANSAS RIVER,"Oklahoma, Congressional District 03",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Rock;Soil,68,56,68,68,51-100 feet,6010,2026000,1941,1940-1949,,990200,990200,31420,8690,,,,,
Waco Dam,,,TX00016,,TX00016,USACE - Fort Worth District,Federal,Federal,0,No,CESWF,No,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,TX00016,31.59189131,-97.21143043,Texas,McLennan,WACO,,BOSQUE RIVER,"Texas, Congressional District 17",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Rock;Soil,140,135,145,145,Greater than 100 feet,17400,16209000,1965,1960-1969,,969000,969000,152500,7270,,,,,
Pine Creek Dam,Pine Creek Lake,,OK10306,,OK10306,USACE - Tulsa District,Federal,Federal,0,No,CESWT,No,Flood Risk Reduction,Flood Risk Reduction;Other;Recreation;Water Supply,US Army Corps of Engineers,OK10306,34.11213761,-95.08019859,Oklahoma,McCurtain,GARVIN,,LITTLE RIVER,"Oklahoma, Congressional District 02",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Rock;Soil,124,118,124,124,Greater than 100 feet,22470,1371000,1969,1960-1969,,968210,968210,53750,3750,,,,,
Brantley,,,NM00500,,NM00500,RECLAMATION,Federal,Federal,0,No,RECLAMATION,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Recreation,Bureau of Reclamation,,32.5478,-104.3781,New Mexico,Eddy,CARLSBAD,15,PECOS RIVER,"New Mexico, Congressional District 02",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Concrete,Concrete;Gravity,Bituminous Concrete,Rock,144,108,118,144,Greater than 100 feet,20850,10700000,1989,1980-1989,,966300,966300,41054,39301,,,,,
Oconee Intake Dike                                               ,,,SC00706,S002,SC00706S002,Duke Energy,Public Utility,Public Utility,,Yes,DUKE POWER CO.,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02503-01-03,34.7912,-82.8972,South Carolina,Oconee,"Newry, SC                                         ",0,Oconee                        ,"South Carolina, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Earth,Rock;Soil,80,80,80,80,51-100 feet,1200,,1971,1970-1979,,955586,955586,99586,18372,,,,,
Dike D - Keowee                                                  ,,,SC00706,S007,SC00706S007,Duke Energy,Public Utility,Public Utility,,Yes,,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02503-01-08,34.7539,-82.9108,South Carolina,Oconee,"Newry, SC                                         ",0,Keowee                        ,"South Carolina, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Earth,Soil,40,40,40,40,25-50 feet,650,,1969,1960-1969,,955586,955586,99586,18372,,,,,
Little River                                                     ,,,SC00706,S001,SC00706S001,Duke Energy,Public Utility,Public Utility,,Yes,DUKE POWER CO.,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02503-01-02,34.7292,-82.9125,South Carolina,Oconee,"Newry, SC                                         ",0,Little                        ,"South Carolina, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Earth,Rock;Soil,150,150,150,150,Greater than 100 feet,1800,2000000,1969,1960-1969,,955586,955586,99586,18372,,,,,
Dike A - Keowee                                                  ,,,SC00706,S004,SC00706S004,Duke Energy,Public Utility,Public Utility,,Yes,,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02503-01-05,34.7458,-82.9083,South Carolina,Oconee,"Newbury, SC                                       ",0,Keowee                        ,"South Carolina, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Earth,Soil,25,25,25,25,25-50 feet,2000,,1969,1960-1969,,955586,955586,99586,18372,,,,,
Dike B - Keowee                                                  ,,,SC00706,S005,SC00706S005,Duke Energy,Public Utility,Public Utility,,Yes,,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02503-01-06,34.7497,-82.9092,South Carolina,Oconee,"Newry, SC                                         ",0,Keowee                        ,"South Carolina, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Earth,Soil,15,15,15,15,Less than 25 feet,220,,1969,1960-1969,,955586,955586,99586,18372,,,,,
Spillway Dam - Keowee                                            ,,,SC00706,S003,SC00706S003,Duke Energy,Public Utility,Public Utility,,Yes,,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02503-01-04,34.799515,-82.885282,South Carolina,Pickens,"Clemson, SC                                       ",0,Keowee                        ,"South Carolina, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Concrete,Rock,60,60,60,60,51-100 feet,176,,1971,1970-1979,,955586,955586,99586,18372,,,,,
Dike C - Keowee                                                  ,,,SC00706,S006,SC00706S006,Duke Energy,Public Utility,Public Utility,,Yes,,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02503-01-07,34.7511,-82.9094,South Carolina,Oconee,"Newbury, SC                                       ",0,Keowee                        ,"South Carolina, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Earth,Soil,15,15,15,15,Less than 25 feet,350,,1969,1960-1969,,955586,955586,99586,18372,,,,,
Keowee                                                           ,,,SC00706,,SC00706,Duke Energy,Public Utility,Public Utility,8,No,C.T. MAIN,No,Hydroelectric,Hydroelectric;Recreation;Water Supply,Federal Energy Regulatory Commission,02503-01-01,34.799574,-82.890001,South Carolina,Oconee,"Clemson, SC                                       ",11,Keowee                        ,"South Carolina, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Earth,Rock;Soil,170,170,170,170,Greater than 100 feet,3500,2043000,1971,1970-1979,,955586,955586,99586,18372,,,,,
Cannelton Locks and Dam,,,KY03058,,KY03058,USACE - Louisville District,Federal,Federal,0,No,CELRL,No,Navigation,Navigation;Recreation;Water Supply,US Army Corps of Engineers,KY03058,37.89706249,-86.70317083,Kentucky,Hancock,CANNELTON IND,3,OHIO RIVER,"Kentucky, Congressional District 02",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Concrete,Concrete;Gravity,,,,50,62,62,51-100 feet,2280,0,1974,1970-1979,,954400,954400,633000,22760,,,,,
Blue Mesa,,,CO01675,,CO01675,RECLAMATION,Federal,Federal,0,No,,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Recreation;Hydroelectric,Bureau of Reclamation,,38.4533,-107.3342,Colorado,Gunnison,AUSTIN,74,GUNNISON RIVER,"Colorado, Congressional District 03",Yes,Yes,DWR,Yes,Yes,Yes,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Earth,Earth,Earth,Rock,390,342,390,390,Greater than 100 feet,785,3080000,1965,1960-1969,,940700,940700,748430,9180,,,,,
West Point Dam,West Point Lake,,GA00820,,GA00820,USACE - Mobile District,Federal,Federal,0,No,CESAS,No,Hydroelectric,Hydroelectric;Recreation;Flood Risk Reduction,US Army Corps of Engineers,GA00820,32.91845437,-85.18807227,Georgia,Troup,WEST POINT,1,CHATTAHOOCHEE RIVER,"Georgia, Congressional District 03",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Gravity,Gravity;Earth,,,121,106,132,132,Greater than 100 feet,7250,1526000,1974,1970-1979,,940000,940000,605000,25864,,,,,
